1hr,2hr,3hr,8hr,25hr
111.747609942639,238.814531548757,341.812619502868,786.070122,3571.22447418738
158.419885277247,326.748757170172,226.762523900574,1117.929878,3430.88489483748
146.169024856597,254.704397705545,474.776290630975,1055.756098,3050.28527724665
16.5460803059273,185.338432122371,320.535372848948,1643.039634,3382.95066921606
228.497131931166,142.48413001912,494.985850860421,2102.52439,3184.59043977055
140.093307839388,220.734225621415,468.2034416826,1210.125,2926.64933078394
176.923900573614,249.164053537285,308.097896749522,1221.612805,3145.99464627151
145.837093690249,335.36673040153,457.082982791587,9.146341463,3731.18011472275
192.936137667304,246.187380497132,271.30707456979,821.3506098,3654.84818355641
97.2374760994264,22.9445506692161,276.289101338432,1203.356707,2445.38585086042
10.2608030592734,305.644359464627,296.737284894837,1323.643293,2907.43862332696
229.491395793499,172.007648183556,405.762141491396,988.3414634,3227.65889101338
130.441300191205,206.580497131931,155.82103250478,1311.536585,2746.65239005736
98.5284894837476,344.743403441683,477.440917782027,972.0762195,2664.86118546845
133.078393881453,318.334225621415,489.768260038241,364.2713415,510.308221797323
134.123135755258,206.354110898662,232.182026768642,1142.664634,3807.87456978968
180.495602294455,75.2642447418738,357.983938814532,1451.097561,3886.29292543021
150.609560229446,316.775525812619,431.917399617591,1391.588415,2815.69254302103
101.580114722753,277.902868068834,387.585468451243,532.4695122,3561.08604206501
50.6860420650096,319.787380497132,394.739579349904,576.429878,2997.9755351682
242.344933078394,338.727342256214,419.147992351816,1370.875,2283.69113149847
189.239005736138,228.31051625239,55.2581261950287,229.6402439,2808.23547400612
135.912810707457,182.456596558317,375.882217973231,731.070122,3104.5871559633
143.201529636711,391.270363288719,350.594263862333,1013.865854,2975.46177370031
162.869598470363,341.372084130019,396.936137667304,953.5762195,3188.30886850153
150.490248565966,191.086806883365,383.649713193117,1505.112805,2920.50764525994
138.034416826004,327.746080305927,384.601147227533,1470.463415,3204.98165137615
156.657743785851,203.189292543021,450.025239005736,489.6067073,2913.94801223242
148.130019120459,242.609560229445,192.133078393881,1293.606707,2772.35474006116
193.006500956023,280.134608030593,476.74034416826,1313.704268,2793.75229357798
182.389292543021,236.737284894837,283.576290630975,1355.945122,3143.92354740061
135.586998087954,211.288718929254,413.817208413002,740.5213415,3409.24464831804
129.306309751434,342.360229445507,378.562141491396,1487.634146,20.5137614678899
19.4692160611855,244.42982791587,369.131931166348,1497.015244,3481.90519877676
178.201147227533,107.129636711281,465.101338432122,1656.82622,3261.74006116208
191.750669216061,271.76137667304,443.603824091778,1138.490854,2074.51070336391
83.7399617590822,261.930401529637,482.091013384321,925.3567073,514.2874617737
119.666539196941,178.107839388145,583.313193116635,704.5152439,3043.46788990826
197.190057361377,265.417973231358,445.786615678776,1617.89939,2972.65749235474
226.156787762906,290.667686424474,408.521606118547,1489.905488,2664.35168195719
157.804971319312,252.556787762906,253.008030592734,1447.420732,3134.51681957187
217.266539196941,173.167112810707,497.070745697897,1097.621951,2750.5993883792
118.426003824092,208.079541108987,337.827915869981,1175.073171,3221.81957186544
266.872657743786,202.124665391969,475.492160611855,1482.756098,3654.31498470948
144.094837476099,290.85430210325,521.626003824092,666.554878,2803.33944954128
154.190439770554,274.470363288719,449.694837476099,248.625,3077.30581039755
210.530019120459,292.325812619503,340.304397705545,1516.935976,3472.96636085627
101.359847036329,270.912428298279,405.459273422562,379.9329268,3351.54434250764
55.4478011472275,283.80879541109,319.066921606119,1606.45122,3260.7125382263
113.601529636711,203.7017208413,371.741491395794,1119.978659,3702.29051987768
191.658891013384,171.914340344168,329.22982791587,1229.612805,3163.84403669725
119.311663479924,108.302868068834,364.383938814532,684.1737805,3318.11009174312
142.07724665392,296.888718929254,379.707839388145,1342.115854,2483.49541284404
124.832122370937,196.198852772467,110.990439770555,1389.966463,2150.38532110092
23.3988527724665,180.781644359465,448.385468451243,1193.466463,3216.11009174312
212,277.563288718929,289.391969407266,1313.89939,3856.17737003058
104.038240917782,76.9239005736138,476.087189292543,999.5152439,2330.54434250764
14.5116634799235,294.629445506692,492.891778202677,1621.368902,2789.02140672783
166.808413001912,161.656596558317,257.547992351816,1321.689024,3750.22935779816
192.555258126195,327.232122370937,271.524282982792,1662.155488,2824.81345565749
223.848565965583,279.452390057361,427.951051625239,1006.667683,2568.0244648318
184.585850860421,314.805353728489,356.634799235182,508.0304878,3686.69724770642
82.7273422562142,299.458508604206,457.531166347992,1169.743902,3110.35779816514
23.3988527724665,247.112810707457,391.466156787763,1198.378049,3067.23547400612
155.906692160612,261.199235181644,528.13154875717,1173.057927,3343.24159021407
109.782026768642,305.538814531549,332.593499043977,1420.896341,3549.56574923547
210.198087954111,303.069980879541,406.608030592734,734.8871951,3303.58409785933
148.853537284895,225.511281070746,386.718164435946,1345.47561,2814.90214067278
203.215296367113,199.926577437859,381.872275334608,1427.256098,3430.73394495413
120.159082217973,258.783938814532,519.586998087954,64.02439024,2045.4373088685
158.390822179732,231.501338432122,545.139579349904,899.2652439,3493.20489296636
167.039388145316,275.334608030593,449.113575525813,1792.789634,3531.7247706422
16.5460803059273,167.039388145316,530.187380497132,1691.932927,2049.31498470948
56.0152963671128,78.2393881453155,520.714340344168,963.9512195,3698.88990825688
65.7024856596558,199.235181644359,557.168642447419,1105.460366,2545.52905198777
265.879923518164,78.0114722753346,240.425239005736,1280.155488,2155.49847094801
162.955258126195,235.157170172084,537.370554493308,1567.393293,3904.38226299694
209.488336520076,217.454684512428,363.695602294455,1056.875,2881.5626911315
157.138049713193,381.873804971319,211.288718929254,1314.70122,3755.63914373089
127.585468451243,246.17361376673,216.006118546845,1407.060976,3017.94495412844
198.251625239006,379.019502868069,394.672275334608,1194.728659,2527.3119266055
190.649330783939,260.922370936902,343.739961759082,1105.905488,3396.98165137615
152.783173996176,315.328489483748,454.675334608031,1077.231707,806.905198776759
141.489866156788,290.887954110899,357.11051625239,1016.125,2527.52905198777
22.9445506692161,169.789674952199,482.53154875717,1521.79878,2659.91437308868
206.239388145315,144.094837476099,464.844359464627,1302.231707,1886.11926605505
158.993499043977,367.339196940727,413.94569789675,430.5640244,2165.76146788991
187.362141491396,268.588910133843,667.58240917782,1451.935976,2887.06727828746
130.601912045889,332.662332695985,422.978202676864,1237.405488,2982.07645259939
128.640917782027,142.329636711281,437.512810707457,1317.39939,3309.6880733945
170.53154875717,184.700573613767,422.600382409178,1150.442073,2595.22018348624
129.551051625239,337.905927342256,318.482600382409,1387.667683,2983.92354740061
170.972084130019,283.80879541109,494.9965583174,741.3963415,3034.15596330275
167.926577437859,344.637858508604,420.746462715105,1174.192073,2017.99082568807
177.134990439771,306.45965583174,476.81223709369,427.1280488,1888.58409785933
171.380497131931,242.999617590822,577.586233269598,1466.060976,1691.70642201835
121.150286806883,97.3460803059274,389.592351816444,619.1707317,3033.09174311927
227.57017208413,317.199235181644,549.318546845124,1409.579268,
164.330401529637,386.551434034417,448.270745697897,935.8780488,
111.652772466539,327.33154875717,447.739961759082,28.92378049,
10.2608030592734,370.803824091778,,1226.231707,
,267.002676864245,,1107.652439,
,340.691395793499,,1513.003049,
,253.590822179732,,1276.143293,
,304.390057361377,,1550.734756,
,260.509369024857,,1288.265244,
,192.789292543021,,1507.634146,
,288.214149139579,,,
,272.336520076482,,,
,285.561759082218,,,
,123.559464627151,,,
,256.527724665392,,,
,291.470745697897,,,
,192.625621414914,,,
